key	verdict	reason	licence	regions	diacritics	file	text
File:20130606 Mostar 113.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_113.jpg	
File:Зеница 20190821 173150.jpg	keep		PD	3	0	Зеница_20190821_173150.jpg	1:6125) | Z | Stara katolieka crkva
File:Стара жељезничка станица.jpg	keep		CC BY-SA	2	0	Стара_жељезничка_станица.jpg	1891 | PERR
File:Kastel - zgrada Zavoda za kulturno i prirodno nasleđe Republike Srpske.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Kastel_-_zgrada_Zavoda_za_kulturno_i_prirodno_nasleđe_Republike_Srpske.JPG	
File:FotoTuraBL130100.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	FotoTuraBL130100.jpg	57
File:Mostar 22 Bosni i Hercegovini.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_22_Bosni_i_Hercegovini.jpg	
File:Travnik 72270, Bosnia and Herzegovina - panoramio (1).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_72270_Bosnia_and_Herzegovina_-_panoramio_1_.jpg	
File:Mostar lecamp III.jpeg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_lecamp_III.jpeg	
File:Зеница 20190821 175513.jpg	keep		PD	7	0	Зеница_20190821_175513.jpg	Zenica 20. oktobra 1697 | vrijeme prolaska Eugena Savojskog ka Sarajevu | Skizze zuam bognischen | des Prinzen | Savogen | im Jahre | Zaga
File:Travnik - Stari Grad - Konatur, Bosna i Hercegovina - panoramio.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_-_Stari_Grad_-_Konatur_Bosna_i_Hercegovina_-_panoramio.jpg	
File:20130606 Mostar 283.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	20130606_Mostar_283.jpg	
File:Panorama de Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Panorama_de_Mostar.jpg	
File:Seattle - Catholic Seafarers' Center and Sarajevo Lounge 02.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Seattle_-_Catholic_Seafarers_Center_and_Sarajevo_Lounge_02.jpg	SARAJEVO
File:Cultural Center Mostar.jpg	keep		CC BY-SA	3	0	Cultural_Center_Mostar.jpg	ZA | ULTURU | CENTAR
File:Bisera Alikadić, Kaptol, Sarajevo.jpg	keep		CC BY-SA	10	1	Bisera_Alikadić_Kaptol_Sarajevo.jpg	BIOCRAFIJA | NE ČITAJTE | SANJARICAMA | Ciganika | Zirala | 999I | Nacionalnoj | ubce | Nagrace | Ked nas
File:Zgrade kule Ravnogorska 10 8 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrade_kule_Ravnogorska_10_8_Banja_Luka.jpg	
File:FotoTuraBL123231.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL123231.jpg	
File:Zgrada Ravnogorska 13 15 17 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrada_Ravnogorska_13_15_17_Banja_Luka.jpg	
File:Mostar-Muslibegovica kuca - muzeum.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar-Muslibegovica_kuca_-_muzeum.jpg	
File:First session of the AVNOJ in Bihać.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	First_session_of_the_AVNOJ_in_Bihać.jpg	
File:Прашнице Зеница 20180625 182836.jpg	keep		CC BY-SA	2	0	Прашнице_Зеница_20180625_182836.jpg	BISS-TOURS | M
File:Зеница 20230224 135521.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_135521.jpg	
File:Objekat u ulici brace Mazar i majke Marije 50 i 52 nkd 090.JPG	keep		CC BY-SA	22	1	Objekat_u_ulici_brace_Mazar_i_majke_Marije_50_i_52_nkd_090.JPG	BIS | izleti | SVE OVO. | 212 - 507 | salon | R | AJ BOPAL | Travel | Agency | TURS | ljetovanja | zimovanja | daćke | easkurzije | organizovana | putovanja | zemlji | inostranstuu | prodaja | autobuskih | karata | fotokopiranje
File:Femmes des environs de Mostar - A1578.jpg	drop	only 0 confident region(s)	CC0	0	0	Femmes_des_environs_de_Mostar_-_A1578.jpg	
File:Mostar BW 2024-10-01 13-16-41.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar_BW_2024-10-01_13-16-41.jpg	BANKOMAT
File:Mostar14BIH76.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH76.JPG	
File:Mostar-Old Town-1-08.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar-Old_Town-1-08.JPG	
File:Mostar croatia dreaming.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar_croatia_dreaming.jpg	Frane Kapic
File:Mostar and Neretva.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_and_Neretva.jpg	
File:Mostar - panoramio - lienyuan lee (1).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_panoramio_-_lienyuan_lee_1_.jpg	
File:Mostar samen met Wies , Oktober 2010 - panoramio (1).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_samen_met_Wies_Oktober_2010_-_panoramio_1_.jpg	
File:Old town, Mostar (20) (29558328600).jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_Mostar_20_29558328600_.jpg	
File:Dining Alfresco in Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Dining_Alfresco_in_Mostar.jpg	
File:Bihc Bosnie Herzegovine O (137556025).jpeg	drop	only 0 confident region(s)	CC BY	0	0	Bihc_Bosnie_Herzegovine_O_137556025_.jpeg	
File:Mostar Oestliche Stadthaelfte.jpg	keep		CC BY-SA	2	0	Mostar_Oestliche_Stadthaelfte.jpg	TORA | CUROPA
File:Mostarin kaupunkia 1870-luvulla.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Mostarin_kaupunkia_1870-luvulla.jpg	
File:20130606 Mostar 077.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_077.jpg	
File:Mostar IMG 9618.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_IMG_9618.JPG	
File:Una-Bihac.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Una-Bihac.jpg	
File:20130606 Mostar 277.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	20130606_Mostar_277.jpg	
File:Protesti u BL1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Protesti_u_BL1.jpg	
File:Stari grad, Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stari_grad_Mostar.jpg	
File:Tajna Tanovic@NYC.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tajna_Tanovic_NYC.jpg	
File:Sarajevo (49094946068).jpg	drop	only 0 confident region(s)	CC BY	0	0	Sarajevo_49094946068_.jpg	
File:1997 in Sarajevo 001.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	1997_in_Sarajevo_001.jpg	
File:Зеница 20221230 201243.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_201243.jpg	
File:Prvo pominanje imena Zenice.jpg	keep		CC BY	14	1	Prvo_pominanje_imena_Zenice.jpg	PTVO | pominjanje | imena | zenice | the first | mentioning of | the | nane | of zenica | nrl | nar | e | S | Onbrovnćk
File:Mostar - Bosnia - Shells as Objets d'Art.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_-_Bosnia_-_Shells_as_Objets_d_Art.jpg	
File:Pansion Oscar - panoramio.jpg	keep		CC BY	4	0	Pansion_Oscar_-_panoramio.jpg	PANSION | OSCAR | SUMMER | GARDEN
File:Eparhija banjalučka.jpg	drop	only 0 confident region(s)	CC BY	0	0	Eparhija_banjalučka.jpg	
File:West Mostar05553.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar05553.JPG	
File:FotoTuraBL123156.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL123156.jpg	
File:Mostar, 2013 (14).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_2013_14_.jpg	
File:View from the Mostar Bridge upstream (4060848074).jpg	drop	only 0 confident region(s)	CC BY	0	0	View_from_the_Mostar_Bridge_upstream_4060848074_.jpg	
File:20130606 Mostar 269.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_269.jpg	
File:The Sarajevo Drum Orchestra beat the drum to ban cluster bombs for 2 hours.jpg	keep		CC BY	4	0	The_Sarajevo_Drum_Orchestra_beat_the_drum_to_ban_cluster_bombs_for_2_hours.jpg	BOSNA | HERCEGOUINA | BEZ MINA  KASETIE MUNICIJE | INICINATIVE
File:Tuzla - panoramio.jpg	drop	only 1 confident region(s)	CC BY	1	0	Tuzla_-_panoramio.jpg	Foto:Stari Djed Aljo
File:Graveyard sarajevo.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Graveyard_sarajevo.JPG	
File:Боро Брковић.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Боро_Брковић.jpg	
File:Kujundžiluk.jpg	keep		CC BY-SA	2	0	Kujundžiluk.jpg	DON | FORGET
File:Rkt groblje, Brajkovići 121942.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Rkt_groblje_Brajkovići_121942.jpg	
File:20130606 Mostar 009.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_009.jpg	
File:Sarajevo Siege firewood couple 1992.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	Sarajevo_Siege_firewood_couple_1992.jpg	
File:Ferhadija, Banja Luka 1912.jpg	drop	only 0 confident region(s)	PD	0	0	Ferhadija_Banja_Luka_1912.jpg	
File:Gradska pošta.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Gradska_pošta.jpg	
File:20130606 Mostar 119.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_119.jpg	
File:Neretva riverside at Mostar 2 - panoramio.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Neretva_riverside_at_Mostar_2_-_panoramio.jpg	
File:Tuzlanska Barutana1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzlanska_Barutana1.jpg	
File:Starcevica zgrade Bulevar Desanke Maksimovic.jpg	drop	only 0 confident region(s)	CC BY	0	0	Starcevica_zgrade_Bulevar_Desanke_Maksimovic.jpg	
File:Vranicine zgrade Borik Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Vranicine_zgrade_Borik_Banja_Luka.jpg	
File:Borci VI krajiške brigade pored uništene nemačke motorizovane kolone, reon Travnika, februar 1945.jpg	drop	flat colour (238 shades): a drawing, not a photograph	CC0	0	0	Borci_VI_krajiške_brigade_pored_uništene_nemačke_motorizovane_kolone_reon_Travnika_februar_1945.jpg	
File:Ignaz Konigsberger's Verlag, Sarajewo - Studio portrait of a young unmarried townswoman.jpg	drop	only 1 confident region(s)	PD	1	0	Ignaz_Konigsberger_s_Verlag_Sarajewo_-_Studio_portrait_of_a_young_unmarried_townswoman.jpg	Ignaz Königsberger's Verlag, Sarajewo.
File:Posta glavna.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Posta_glavna.JPG	
File:Кућа Џинић, Браће Мажар и мајке Марије 58.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Кућа_Џинић_Браће_Мажар_и_мајке_Марије_58.jpg	
File:Зеница 20180726 132117.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180726_132117.jpg	
File:Српска0043.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Српска0043.jpg	
File:P1020373 (23122575).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	P1020373_23122575_.jpg	
File:Tuzla, Kapija place.jpg	drop	only 0 confident region(s)	PD	0	0	Tuzla_Kapija_place.jpg	
File:Stray dogs in Mostar 03.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stray_dogs_in_Mostar_03.jpg	
File:НиколеПашића0048.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	НиколеПашића0048.jpg	EKI
File:Зеница - 1903 - „Дорфлебен” (Сеоски живот), Рихард Конрад Кромар фон Хохенволф 3.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1903_-_Дорфлебен_Сеоски_живот_Рихард_Конрад_Кромар_фон_Хохенволф_3.jpg	
File:Ekonomska skola.JPG	drop	no region with 3+ letters	CC BY-SA	2	0	Ekonomska_skola.JPG	P | 20
File:20130606 Mostar 226.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_226.jpg	
File:Зеница 20230219 154651.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_154651.jpg	
File:Travnik Österreichisches Konsulat.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Österreichisches_Konsulat.JPG	
File:Starcevica zgrade Bulevar Desanke Maksimovic 2.jpg	drop	only 0 confident region(s)	CC BY	0	0	Starcevica_zgrade_Bulevar_Desanke_Maksimovic_2.jpg	
File:Mostar (5821685350).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821685350_.jpg	
File:Mostar (5821088721).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821088721_.jpg	
File:Zenica, Željezara Zenica sa brda.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zenica_Željezara_Zenica_sa_brda.jpg	
File:Tuzla. Handelsschule und Quai.jpg	keep		PD	3	0	Tuzla._Handelsschule_und_Quai.jpg	Cuzla. | Mandelsschule und | Quai.
File:Зеница - 1884 - ред вожње.jpg	keep		PD	79	10	Зеница_-_1884_-_ред_вожње.jpg	C.KR BOSANSKA ŽELJEZNICA | Važi od 16. maja 1882. | RED VOZIDBE | Kilometar | omran | Kilometar | Stanice | Stanice | Odlazak | 10 | Zenica | (Restauracija) | Odlazak | 15 | (Pecraypannja) | 4.6 | Sijekovac | 24 | 45.1 | Žepče | 24.1 | Dervent (Restauracija) | 34 | Dolazak | 12 | 50 | 81.1 | Maglaj 
File:Објекат у улици Краља Петра I Карађорђевића 41 03.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_у_улици_Краља_Петра_I_Карађорђевића_41_03.JPG	
File:Cntrsq.png	drop	only 1 confident region(s)	CC BY-SA	1	0	Cntrsq.png	EP
File:P1020367 (23119538).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	P1020367_23119538_.jpg	
File:Зеница 20221230 201234.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_201234.jpg	
File:Mostar (49033682946).jpg	drop	only 1 confident region(s)	CC BY	1	0	Mostar_49033682946_.jpg	JE ELEK
File:Mapa položaja Banja Luka.png	drop	only 1 confident region(s)	CC BY	1	0	Mapa_položaja_Banja_Luka.png	Banja Luka
File:Mostar (5821702002).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821702002_.jpg	
File:20130606 Mostar 228.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_228.jpg	
File:Une femme habillée vue de dos, sac noir - A1610.jpg	keep		CC0	3	0	Une_femme_habillée_vue_de_dos_sac_noir_-_A1610.jpg	AJT | N | 1610
File:01 - Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	01_-_Mostar.jpg	
File:Plave vode.png	drop	only 0 confident region(s)	CC BY-SA	0	0	Plave_vode.png	
File:Nordlager bei Mostar waehrend des Bosnienfeldzugs 1878.jpg	drop	only 0 confident region(s)	PD	0	0	Nordlager_bei_Mostar_waehrend_des_Bosnienfeldzugs_1878.jpg	
File:House with bullet holes in Sarajevo 01.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	House_with_bullet_holes_in_Sarajevo_01.jpg	
File:FotoTuraBL124730.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL124730.jpg	
File:Зеница - 1882 - ред вожње.jpg	keep		PD	134	22	Зеница_-_1882_-_ред_вожње.jpg	željeznican | ozni | važi | od | 15 | oktobra | Stanice | Stanice | Sarajevo (Rest.) Odlazak | 125 | Drorv | 20 | Z | Visoka | Brucka na | Dobrinjev | Beč drž. žel. preko | Kakanj Doboj | Marchegga | Gora | (puta. | 350 | Janjiče | Bog.-Rrod | Dolazak | Zenica (Reat.) | Odlazak | Boa.-Brod | Odlazak
File:Mtel Banja Luka.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mtel_Banja_Luka.jpg	m-tel
File:Seattle - Catholic Seafarers' Center and Sarajevo Lounge 01.jpg	keep		CC BY-SA	2	0	Seattle_-_Catholic_Seafarers_Center_and_Sarajevo_Lounge_01.jpg	GE | OPEN
File:F.T.B.L. 26.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	F.T.B.L._26.jpg	
File:Magaza Mujage Komadina Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Magaza_Mujage_Komadina_Mostar.jpg	
File:Tuzla - Arhiva Tuzlanskog kantona (2019).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Tuzla_-_Arhiva_Tuzlanskog_kantona_2019_.jpg	ARHIV
File:Објекат пословног центра „Екватор“, угао улица Краља Петра I Карађорђевића и Булевара цара Душана (1).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_пословног_центра_Екватор_угао_улица_Краља_Петра_I_Карађорђевића_и_Булевара_цара_Душана_1_.jpg	
File:Mostar 03.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_03.jpg	
File:Employment Bureau - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Employment_Bureau_-_panoramio.jpg	
File:20130606 Mostar 093.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_093.jpg	
File:Зеница 20221230 222232.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_222232.jpg	
File:Зеница 20230219 150841.jpg	keep		CC BY-SA	2	0	Зеница_20230219_150841.jpg	SRCEJEE | NO
File:20130606 Mostar 273.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_273.jpg	
File:Sportska dvorana Obilicevo.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sportska_dvorana_Obilicevo.jpg	
File:Stray dogs in Mostar 01.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stray_dogs_in_Mostar_01.jpg	
File:Nasiha Kapidžić-Hadžić, Kaptol, Sarajevo.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Nasiha_Kapidžić-Hadžić_Kaptol_Sarajevo.jpg	Na
File:TZEKLR 2018.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	TZEKLR_2018.jpg	
File:BL prirodni prirastaj.png	drop	flat colour (155 shades): a drawing, not a photograph	CC BY-SA	0	0	BL_prirodni_prirastaj.png	
File:Mostar, 2013 (28).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar_2013_28_.jpg	LL
File:Српска0041.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Српска0041.jpg	
File:20130606 Mostar 080.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_080.jpg	
File:1997 in Sarajevo 009.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	1997_in_Sarajevo_009.jpg	
File:Old town, Mostar (18) (29558389440).jpg	keep		CC BY	2	1	Old_town_Mostar_18_29558389440_.jpg	Restoran | ŠADRVAN
File:Mostar14BIH21.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH21.JPG	
File:Mostar (49033679656).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49033679656_.jpg	
File:Mostar (49033903967).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49033903967_.jpg	
File:Sarajevo (49095463061).jpg	drop	only 1 confident region(s)	CC BY	1	0	Sarajevo_49095463061_.jpg	AZDE BODZ
File:Зеница 20190821 174244.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_20190821_174244.jpg	
File:FotoTuraBL125215.jpg	keep		CC BY-SA	7	1	FotoTuraBL125215.jpg	ZA | GAS | DRUŠTVO | MIKROKREDITNO | PENZIONERE | PENZIONERSKO | KREDITI
File:Зеница 20230218 112550.jpg	drop	no region with 3+ letters	CC BY-SA	2	0	Зеница_20230218_112550.jpg	ZD | Z
File:The best ćevapi in New York - panoramio.jpg	keep		CC BY	9	3	The_best_ćevapi_in_New_York_-_panoramio.jpg	SARAJEVO | SARAJEVO FAST FOOD INC. | ĆEVABDŽINICA | 718.752.9528 | FREE DELIVERY | TAKE-OUT | th AVE. | CEVAPDŽINICA | CEVABDZINICA SARAJEVO
File:Бањалука0068.jpg	keep		CC BY-SA	11	1	Бањалука0068.jpg	RACUNARI | MEGATRONIC | KOŠTAO | TELEFONAP | AKOLIKO | MOJEKRAN.COM | PAD | EKRANA | ZAMJENA | PREVOD | PIRAMIDA
File:Džavid Haverić.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Džavid_Haverić.jpg	
File:Reflections in Green (30769871128).jpg	drop	only 0 confident region(s)	CC BY	0	0	Reflections_in_Green_30769871128_.jpg	
File:Tuzla View of Tuzla (cropped).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla_View_of_Tuzla_cropped_.jpg	
File:Lašva Travnik 0478.jpg	keep		CC BY-SA	2	2	Lašva_Travnik_0478.jpg	Karlovačko | Karlovači
File:Travnik, vlak.jpg	drop	only 0 confident region(s)	CC BY	0	0	Travnik_vlak.jpg	
File:Mostar - panoramio.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_-_panoramio.jpg	
File:Mostar - panoramio - lienyuan lee.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_panoramio_-_lienyuan_lee.jpg	
File:Seattle - Catholic Seafarers' Center and Sarajevo Lounge and neighboring buildings.jpg	keep		CC BY-SA	4	0	Seattle_-_Catholic_Seafarers_Center_and_Sarajevo_Lounge_and_neighboring_buildings.jpg	ON | WA | Sarajevo | Batterv
File:Mostar14BIH18.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH18.JPG	
File:Зеница 20190821 174231.jpg	keep		PD	3	0	Зеница_20190821_174231.jpg	ZA | VDE | OGLAS
File:Czyścibut uliczny - Banjaluka - 003378n.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	Czyścibut_uliczny_-_Banjaluka_-_003378n.jpg	
File:Мапа Пријечана.png	drop	flat colour (1955 shades): a drawing, not a photograph	CC0	0	0	Мапа_Пријечана.png	
File:Bosnia Bihac from west IMG 9913.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Bosnia_Bihac_from_west_IMG_9913.JPG	
